id,price
0,1568.818
1,6345.118
2,1719.775
3,3367.228
4,1722.759
5,8857.027
6,721.162
7,842.24
8,558.929
9,10874.682
10,404.985
11,952.218
12,1188.778
13,1640.109
14,1537.981
15,3293.302
16,1308.2855
17,1037.265
18,2783.796
19,1744.046
20,5363.304166666667
21,6509.128
22,3112.059
23,10509.29775
24,739.239
25,5265.98425
26,1491.624
27,10065.056
28,506.916
29,787.02
30,6621.597583333333
31,609.722
32,699.955
33,789.822
34,1716.568
35,10879.081
36,1063.153
37,473.931
38,988.509
39,1647.853
40,3645.486
41,6220.86
42,6373.563333333333
43,2502.22
44,8181.358
45,4776.953
46,5396.943
47,2553.473
48,3008.914
49,4797.388
50,822.895
51,5705.709
52,739.553
53,7791.113
54,658.585
55,7752.77
56,466.81
57,652.4323333333333
58,933.924
59,2808.045333333333
60,776.305
61,1027.499
62,710.141
63,4725.615
64,3306.388
65,813.718
66,510.7485
67,938.269
68,652.619
69,533.617
70,1932.568
71,11086.423
72,770.704
73,1532.367
74,3790.533
75,1537.358
76,779.34
77,10007.141
78,2810.148
79,2312.322
80,921.548
81,2974.805
82,8856.095
83,723.9405
84,772.9116666666667
85,1033.368
86,2462.8765
87,1179.472
88,2872.075
89,6191.978
90,1350.16
91,1649.988
92,794.947
93,5112.675
94,1222.981
95,422.957
96,797.101
97,10250.12
98,631.06
99,5918.598666666666
100,6175.041
101,9732.605
102,4518.982
103,9445.371
104,10955.303
105,469.213
106,484.901
107,849.261
108,5280.122
109,2075.134
110,4050.811
111,6064.963
112,4020.662
113,731.001
114,7947.8946000000005
115,1729.437
116,1350.602
117,1024.959
118,1306.59
119,1849.775
120,1783.331
121,2300.955
122,10338.466357142857
123,9115.53
124,7368.212
125,838.339
126,679.304
127,1049.43
128,4244.326
129,751.278
130,4262.89
131,2430.933
132,10761.196
133,718.851
134,2149.754
135,876.934
136,7962.655666666667
137,10594.471
138,1250.131
139,4626.992
140,2218.546
141,4065.759
142,1680.756
143,10915.339
144,3541.821
145,1254.965
146,916.429
147,1922.9908333333335
148,2323.1360999999997
149,1884.642
150,5947.922
151,4340.79
152,2780.309
153,1308.075
154,1121.08
155,700.953
156,1713.91
157,1665.564
158,1078.564
159,2220.895
160,1813.81
161,2443.605
162,1556.298
163,737.346
164,971.921
165,4575.933
166,618.56
167,1592.413
168,11120.055
169,2638.399
170,3534.233
171,1296.95355
172,677.775
173,2197.428
174,8897.92
175,3748.788
176,4098.227
177,4793.786
178,5027.882
179,1248.91
180,10939.851
181,645.596
182,9906.522
183,1632.211
184,1076.8285357142856
185,7510.778
186,938.326
187,2729.862
188,2074.852
189,802.93
190,4200.772
191,586.807
192,2292.932
193,9899.346
194,2334.478
195,1179.36
196,11219.928
197,745.207
198,784.529
199,757.139
200,4617.794
201,2252.002
202,780.386
203,899.142
204,5252.197
205,2460.93
206,10567.158
207,10687.056
208,3906.625
209,689.511
210,5335.734
211,2180.879
212,3440.646
213,3044.814
214,911.709
215,5885.098
216,1949.831
217,721.168
218,4898.88
219,760.521
220,1760.654
221,1594.382
222,1264.871
223,9751.618
224,2285.259
225,1424.824
226,2484.1424999999995
227,4328.639
228,688.738
229,5960.99
230,7980.108
231,3317.08
232,880.628
233,542.619
234,1432.665
235,1647.686
236,2217.9305
237,821.331
238,776.567
239,9621.356
240,1306.566
241,4573.645
242,8542.604
243,8208.281
244,850.637
245,2555.19
246,11006.364
247,4209.79
248,646.144
249,1045.558
250,2325.6571666666664
251,810.602
252,853.779
253,3340.141
254,10990.814
255,8570.382
256,10299.331
257,733.007
258,6387.016
259,586.541
260,748.572
261,8129.148
262,10110.949
263,1531.856
264,831.394
265,2136.273
266,877.63
267,648.078
268,771.494
269,3507.922
270,1637.111
271,2181.141
272,3803.824
273,4106.254
274,961.1356
275,473.157
276,952.442
277,643.804
278,3658.121
279,4561.445
280,1245.589
281,577.8795
282,2933.343
283,894.63
284,638.144
285,10750.17
286,517.716
287,9687.636
288,10093.703
289,731.375
290,735.8865
291,1160.922
292,1030.233
293,2531.839
294,5400.12
295,961.184
296,7495.202
297,3623.714
298,3122.975666666667
299,1775.6186666666667
300,1061.607
301,599.44
302,546.536
303,3021.368
304,6188.802
305,10998.977
306,4228.254
307,5866.614
308,752.688
309,5466.046
310,1298.952
311,948.163
312,3389.454
313,3459.15
314,4108.098
315,1858.604
316,6495.258
317,10855.449
318,10915.26075
319,1151.341
320,10627.421
321,6198.631
322,9442.498
323,1014.099
324,718.797
325,10909.033
326,973.813
327,1154.538
328,2431.022
329,732.509
330,2292.971
331,1403.055
332,843.088
333,846.4531666666667
334,2318.034
335,746.365
336,690.69
337,938.595
338,2184.765
339,3825.468
340,7223.503
341,9235.379
342,675.22
343,2120.219
344,1778.424
345,3901.366
346,2208.829
347,1069.946
348,10487.641
349,9754.579
350,5878.463
351,2550.711
352,1063.124
353,2403.998
354,998.1187857142857
355,2744.838
356,886.984
357,3283.688
358,3378.144
359,3028.48
360,797.04
361,796.576
362,2002.284
363,905.705
364,737.403
365,4045.515761904762
366,655.045
367,1071.708
368,1993.553
369,2594.052
370,946.694
371,2295.712
372,596.079
373,1054.364
374,757.363
375,6905.741
376,841.501
377,707.185
378,5023.043
379,3426.565
380,798.7629999999999
381,1848.794
382,10976.4
383,513.735
384,1114.291
385,884.893
386,6909.907
387,651.499
388,5772.248600000001
389,7331.617
